Artist,Album,Genre,Plays,Rating
Alberta Cross,Songs Of Patience,Alternative : Indie Rock,5,
Alberta Cross,Songs Of Patience,Alternative : Indie Rock,5,
Alberta Cross,Songs Of Patience,Alternative : Indie Rock,6,
Alberta Cross,Songs Of Patience,Alternative : Indie Rock,5,
Alberta Cross,Songs Of Patience,Alternative : Indie Rock,5,
Alberta Cross,Songs Of Patience,Alternative : Indie Rock,6,
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,5,2.5
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,5,
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,5,
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,6,
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,7,
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,5,
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,6,
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,5,
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,6,
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,6,
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,5,
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,5,
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,5,
Andrew Bird,Break It Yourself,Alternative : Baroque Pop,5,
Apollo Run,"Here Be Dragons, Vol. III",Alternative : Indie Rock,6,3.5
Apollo Run,"Here Be Dragons, Vol. III",Alternative : Indie Rock,6,
Apollo Run,"Here Be Dragons, Vol. III",Alternative : Indie Rock,5,
Apollo Run,"Here Be Dragons, Vol. III",Alternative : Indie Rock,6,
Apollo Run,"Here Be Dragons, Vol. III",Alternative : Indie Rock,10,
Apollo Run,"Here Be Dragons, Vol. III",Alternative : Indie Rock,5,
Apollo Run,"Here Be Dragons, Vol. III",Alternative : Indie Rock,5,
Apollo Run,"Here Be Dragons, Vol. III",Alternative : Indie Rock,5,
Apollo Run,"Here Be Dragons, Vol. III",Alternative : Indie Rock,5,
Apollo Run,"Here Be Dragons, Vol. III",Alternative : Indie Rock,5,
Apollo Run,"Here Be Dragons, Vol. III",Alternative : Indie Rock,5,
Ariez Onasis,The Heartbreak Kid,Hip-Hop : Rap,4,2.5
Ariez Onasis,The Heartbreak Kid,Hip-Hop : Rap,2,
Ariez Onasis,The Heartbreak Kid,Hip-Hop : Rap,3,
Ariez Onasis,The Heartbreak Kid,Hip-Hop : Rap,2,
Ariez Onasis,The Heartbreak Kid,Hip-Hop : Rap,4,
Ariez Onasis,The Heartbreak Kid,Hip-Hop : Rap,3,
Ariez Onasis,The Heartbreak Kid,Hip-Hop : Rap,2,
Ariez Onasis,The Heartbreak Kid,Hip-Hop : Rap,2,
Ariez Onasis,The Heartbreak Kid,Hip-Hop : Rap,3,
Ariez Onasis,The Heartbreak Kid,Hip-Hop : Rap,4,
AU,Both Lights,Alternative : Art Pop,2,1
AU,Both Lights,Alternative : Art Pop,2,
AU,Both Lights,Alternative : Art Pop,2,
AU,Both Lights,Alternative : Art Pop,2,
AU,Both Lights,Alternative : Art Pop,1,
AU,Both Lights,Alternative : Art Pop,1,
AU,Both Lights,Alternative : Art Pop,1,
AU,Both Lights,Alternative : Art Pop,1,
AU,Both Lights,Alternative : Art Pop,1,
AU,Both Lights,Alternative : Art Pop,1,
AU,Both Lights,Alternative : Art Pop,1,
Azealia Banks,1991,Hip-Hop : Alternative Hip-Hop,1,2
Azealia Banks,1991,Hip-Hop : Alternative Hip-Hop,1,
Azealia Banks,1991,Hip-Hop : Alternative Hip-Hop,3,
Azealia Banks,1991,Hip-Hop : Alternative Hip-Hop,1,
Azure Ray,As Above So Below,Alternative : Dream Pop,12,3
Azure Ray,As Above So Below,Alternative : Dream Pop,8,
Azure Ray,As Above So Below,Alternative : Dream Pop,6,
Azure Ray,As Above So Below,Alternative : Dream Pop,6,
Azure Ray,As Above So Below,Alternative : Dream Pop,9,
Azure Ray,As Above So Below,Alternative : Dream Pop,7,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,5,3
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,14,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,4,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,13,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,10,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,5,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,8,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,4,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,5,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,3,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,3,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,3,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,5,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,5,
B.o.B,Strange Clouds,Hip-Hop : Pop-Rap,5,
Bahamas,Barchords,Alternative : Indie Folk,23,3
Bahamas,Barchords,Alternative : Indie Folk,6,
Bahamas,Barchords,Alternative : Indie Folk,6,
Bahamas,Barchords,Alternative : Indie Folk,5,
Bahamas,Barchords,Alternative : Indie Folk,5,
Bahamas,Barchords,Alternative : Indie Folk,5,
Bahamas,Barchords,Alternative : Indie Folk,5,
Bahamas,Barchords,Alternative : Indie Folk,5,
Bahamas,Barchords,Alternative : Indie Folk,5,
Bahamas,Barchords,Alternative : Indie Folk,5,
Bahamas,Barchords,Alternative : Indie Folk,5,
Bahamas,Barchords,Alternative : Indie Folk,5,
Bahamas,Barchords,Alternative : Indie Folk,5,
Bassnectar,Vava Voom,Electronic : Dubstep,4,3
Bassnectar,Vava Voom,Electronic : Dubstep,4,
Bassnectar,Vava Voom,Electronic : Dubstep,2,
Bassnectar,Vava Voom,Electronic : Dubstep,4,
Bassnectar,Vava Voom,Electronic : Dubstep,2,
Bassnectar,Vava Voom,Electronic : Dubstep,1,
Bassnectar,Vava Voom,Electronic : Dubstep,1,
Bassnectar,Vava Voom,Electronic : Dubstep,3,
Bassnectar,Vava Voom,Electronic : Dubstep,2,
Bassnectar,Vava Voom,Electronic : Dubstep,2,
Bassnectar,Vava Voom,Electronic : Dubstep,1,
Bat For Lashes,The Haunted Man,Alternative : Art Pop,7,3
Bat For Lashes,The Haunted Man,Alternative : Art Pop,9,
Bat For Lashes,The Haunted Man,Alternative : Art Pop,7,
Bat For Lashes,The Haunted Man,Alternative : Art Pop,8,
Bat For Lashes,The Haunted Man,Alternative : Art Pop,9,
Bat For Lashes,The Haunted Man,Alternative : Art Pop,9,
Bat For Lashes,The Haunted Man,Alternative : Art Pop,8,
Bat For Lashes,The Haunted Man,Alternative : Art Pop,6,
Bat For Lashes,The Haunted Man,Alternative : Art Pop,7,
Bat For Lashes,The Haunted Man,Alternative : Art Pop,8,
Bat For Lashes,The Haunted Man,Alternative : Art Pop,6,
Beach House,Bloom,Alternative : Dream Pop,18,4
Beach House,Bloom,Alternative : Dream Pop,13,
Beach House,Bloom,Alternative : Dream Pop,12,
Beach House,Bloom,Alternative : Dream Pop,12,
Beach House,Bloom,Alternative : Dream Pop,8,
Beach House,Bloom,Alternative : Dream Pop,10,
Beach House,Bloom,Alternative : Dream Pop,11,
Beach House,Bloom,Alternative : Dream Pop,11,
Beach House,Bloom,Alternative : Dream Pop,9,
Beach House,Bloom,Alternative : Dream Pop,5,
Beach House,Bloom,Alternative : Dream Pop,6,
Ben Howard,The Burgh Island E.P.,Alternative : Folk-Pop,6,3.5
Ben Howard,The Burgh Island E.P.,Alternative : Folk-Pop,6,
Ben Howard,The Burgh Island E.P.,Alternative : Folk-Pop,7,
Ben Howard,The Burgh Island E.P.,Alternative : Folk-Pop,6,
Best Coast,The Only Place,Alternative : Twee Pop,6,3
Best Coast,The Only Place,Alternative : Twee Pop,6,
Best Coast,The Only Place,Alternative : Twee Pop,5,
Best Coast,The Only Place,Alternative : Twee Pop,6,
Best Coast,The Only Place,Alternative : Twee Pop,6,
Best Coast,The Only Place,Alternative : Twee Pop,5,
Best Coast,The Only Place,Alternative : Twee Pop,7,
Best Coast,The Only Place,Alternative : Twee Pop,5,
Best Coast,The Only Place,Alternative : Twee Pop,5,
Best Coast,The Only Place,Alternative : Twee Pop,5,
Best Coast,The Only Place,Alternative : Twee Pop,6,
Bhi Bhiman,Bhiman,Folk : Contemporary Folk,17,3
Bhi Bhiman,Bhiman,Folk : Contemporary Folk,5,
Bhi Bhiman,Bhiman,Folk : Contemporary Folk,5,
Bhi Bhiman,Bhiman,Folk : Contemporary Folk,7,
Bhi Bhiman,Bhiman,Folk : Contemporary Folk,6,
Bhi Bhiman,Bhiman,Folk : Contemporary Folk,6,
Bhi Bhiman,Bhiman,Folk : Contemporary Folk,5,
Bhi Bhiman,Bhiman,Folk : Contemporary Folk,5,
Bhi Bhiman,Bhiman,Folk : Contemporary Folk,7,
Bhi Bhiman,Bhiman,Folk : Contemporary Folk,5,
Bhi Bhiman,Bhiman,Folk : Contemporary Folk,5,
Birds & Batteries,Stray Light,Alternative : Art Pop,1,1.5
Birds & Batteries,Stray Light,Alternative : Art Pop,1,
Birds & Batteries,Stray Light,Alternative : Art Pop,1,
Birds & Batteries,Stray Light,Alternative : Art Pop,1,
Birds & Batteries,Stray Light,Alternative : Art Pop,1,
Birds & Batteries,Stray Light,Alternative : Art Pop,1,
Birds & Batteries,Stray Light,Alternative : Art Pop,1,
Birds & Batteries,Stray Light,Alternative : Art Pop,,
Birds & Batteries,Stray Light,Alternative : Art Pop,,
Birds & Batteries,Stray Light,Alternative : Art Pop,,
Bjork,Bastards,World : World Fusion,,2
Bjork,Bastards,Alternative : Electronica,1,
Bjork,Bastards,Alternative : Electronica,1,
Bjork,Bastards,Electronic : IDM,1,
Bjork,Bastards,Alternative : Electronica,2,
Bjork,Bastards,Electronic : IDM,1,
Bjork,Bastards,Electronic : IDM,1,
Bjork,Bastards,Alternative : Electronica,1,
Bjork,Bastards,Electronic : Experimental,1,
Bjork,Bastards,World : World Fusion,,
Bjork,Bastards,Electronic : Dubstep,1,
Bjork,Bastards,Alternative : Electronica,1,
Bjork,Bastards,Electronic : IDM,1,
Blondfire,Where The Kids Are,Alternative : Indie Pop,5,3
Blondfire,Where The Kids Are,Alternative : Indie Pop,5,
Blondfire,Where The Kids Are,Alternative : Indie Pop,5,
Blondfire,Where The Kids Are,Alternative : Indie Pop,5,
Blood Red Shoes,In Time To Voices,Alternative : New Wave/Post-Punk Revival,5,2.5
Blood Red Shoes,In Time To Voices,Alternative : New Wave/Post-Punk Revival,5,
Blood Red Shoes,In Time To Voices,Alternative : New Wave/Post-Punk Revival,5,
Blood Red Shoes,In Time To Voices,Alternative : New Wave/Post-Punk Revival,6,
Blood Red Shoes,In Time To Voices,Alternative : New Wave/Post-Punk Revival,5,
Blood Red Shoes,In Time To Voices,Alternative : New Wave/Post-Punk Revival,5,
Blood Red Shoes,In Time To Voices,Alternative : New Wave/Post-Punk Revival,5,
Blood Red Shoes,In Time To Voices,Alternative : New Wave/Post-Punk Revival,6,
Blood Red Shoes,In Time To Voices,Alternative : New Wave/Post-Punk Revival,5,
Blood Red Shoes,In Time To Voices,Alternative : New Wave/Post-Punk Revival,5,
Blood Red Shoes,In Time To Voices,Alternative : New Wave/Post-Punk Revival,5,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Chillwave,2,3
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Indie Electronic,2,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Chillwave,2,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Indie Electronic,2,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Hip-Hop : Experimental Hip-Hop,1,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Indie Folk,1,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Folktronica,2,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Indie Electronic,2,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Electronic : IDM,1,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Chillwave,4,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Indie Folk,2,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Indie Folk,2,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Indie Folk,1,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Chillwave,1,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Indie Electronic,1,
Bon Iver,"Bon Iver, Bon Iver: Stems Project",Alternative : Indie Electronic,1,
Bowerbirds,The Clearing,Alternative : Indie Folk,5,2.5
Bowerbirds,The Clearing,Alternative : Indie Folk,5,
Bowerbirds,The Clearing,Alternative : Indie Folk,5,
Bowerbirds,The Clearing,Alternative : Indie Folk,5,
Bowerbirds,The Clearing,Alternative : Indie Folk,5,
Bowerbirds,The Clearing,Alternative : Indie Folk,5,
Bowerbirds,The Clearing,Alternative : Indie Folk,5,
Bowerbirds,The Clearing,Alternative : Indie Folk,5,
Bowerbirds,The Clearing,Alternative : Indie Folk,5,
Bowerbirds,The Clearing,Alternative : Indie Folk,6,
Bowerbirds,The Clearing,Alternative : Indie Folk,5,
Bruno Mars,Unorthodox Jukebox,Pop : 2010s,7,3.5
Bruno Mars,Unorthodox Jukebox,Pop : 2010s,7,
Bruno Mars,Unorthodox Jukebox,Pop : 2010s,8,
Bruno Mars,Unorthodox Jukebox,Pop : 2010s,8,
Bruno Mars,Unorthodox Jukebox,Pop : 2010s,7,
Bruno Mars,Unorthodox Jukebox,Pop : 2010s,7,
Bruno Mars,Unorthodox Jukebox,Pop : 2010s,7,
Bruno Mars,Unorthodox Jukebox,Pop : 2010s,3,
Bruno Mars,Unorthodox Jukebox,Pop : 2010s,5,
Bruno Mars,Unorthodox Jukebox,Pop : 2010s,6,
California Wives,Art History,Alternative : New Wave/Post-Punk Revival,12,4
California Wives,Art History,Alternative : New Wave/Post-Punk Revival,7,
California Wives,Art History,Alternative : New Wave/Post-Punk Revival,7,
California Wives,Art History,Alternative : New Wave/Post-Punk Revival,10,
California Wives,Art History,Alternative : New Wave/Post-Punk Revival,7,
California Wives,Art History,Alternative : New Wave/Post-Punk Revival,8,
California Wives,Art History,Alternative : New Wave/Post-Punk Revival,11,
California Wives,Art History,Alternative : New Wave/Post-Punk Revival,7,
California Wives,Art History,Alternative : New Wave/Post-Punk Revival,7,
California Wives,Art History,Alternative : New Wave/Post-Punk Revival,7,
California Wives,Art History,Alternative : New Wave/Post-Punk Revival,7,
Chairlift,Something,Alternative : Art Pop,7,3
Chairlift,Something,Alternative : Art Pop,5,
Chairlift,Something,Alternative : Art Pop,10,
Chairlift,Something,Alternative : Art Pop,9,
Chairlift,Something,Alternative : Art Pop,9,
Chairlift,Something,Alternative : Art Pop,5,
Chairlift,Something,Alternative : Art Pop,6,
Chairlift,Something,Alternative : Art Pop,5,
Chairlift,Something,Alternative : Art Pop,5,
Chairlift,Something,Alternative : Art Pop,5,
Chairlift,Something,Alternative : Art Pop,6,
Cherub,MoM & DaD,Alternative : Electropop,6,3
Cherub,MoM & DaD,Alternative : Electropop,6,
Cherub,MoM & DaD,Alternative : Electropop,7,
Cherub,MoM & DaD,Alternative : Electropop,7,
Cherub,MoM & DaD,Alternative : Electropop,8,
Cherub,MoM & DaD,Alternative : Electropop,6,
Cherub,MoM & DaD,Alternative : Electropop,6,
Cherub,MoM & DaD,Alternative : Electropop,7,
Cherub,MoM & DaD,Alternative : Electropop,7,
Cherub,MoM & DaD,Alternative : Electropop,7,
Cherub,MoM & DaD,Alternative : Electropop,7,
Cherub,MoM & DaD,Alternative : Electropop,6,
Chris Brown,Fortune,Pop : 2010s,5,3
Chris Brown,Fortune,Pop : 2010s,5,
Chris Brown,Fortune,Pop : 2010s,5,
Chris Brown,Fortune,Pop : 2010s,7,
Chris Brown,Fortune,Pop : 2010s,5,
Chris Brown,Fortune,Pop : 2010s,4,
Chris Brown,Fortune,Pop : 2010s,10,
Chris Brown,Fortune,Pop : 2010s,12,
Chris Brown,Fortune,Pop : 2010s,6,
Chris Brown,Fortune,Pop : 2010s,6,
Chris Brown,Fortune,Pop : 2010s,5,
Chris Brown,Fortune,Pop : 2010s,4,
Chris Brown,Fortune,Pop : 2010s,8,
Chris Brown,Fortune,Pop : 2010s,4,
Christina Aguilera,Lotus,Pop : 2010s,4,2.5
Christina Aguilera,Lotus,Pop : 2010s,4,
Christina Aguilera,Lotus,Pop : 2010s,4,
Christina Aguilera,Lotus,Pop : 2010s,3,
Christina Aguilera,Lotus,Pop : 2010s,6,
Christina Aguilera,Lotus,Pop : 2010s,3,
Christina Aguilera,Lotus,Pop : 2010s,3,
Christina Aguilera,Lotus,Pop : 2010s,2,
Christina Aguilera,Lotus,Pop : 2010s,3,
Christina Aguilera,Lotus,Pop : 2010s,3,
Christina Aguilera,Lotus,Pop : 2010s,2,
Christina Aguilera,Lotus,Pop : 2010s,3,
Christina Aguilera,Lotus,Pop : 2010s,3,
Chromatics,Kill For Love,Alternative : Indie Electronic,5,3.5
Chromatics,Kill For Love,Alternative : Indie Electronic,5,
Chromatics,Kill For Love,Alternative : Indie Electronic,5,
Chromatics,Kill For Love,Alternative : Indie Electronic,5,
Chromatics,Kill For Love,Alternative : Indie Electronic,6,
Chromatics,Kill For Love,Alternative : Indie Electronic,6,
Chromatics,Kill For Love,Alternative : Indie Electronic,5,
Chromatics,Kill For Love,Alternative : Indie Electronic,5,
Chromatics,Kill For Love,Alternative : Indie Electronic,5,
Chromatics,Kill For Love,Alternative : Indie Electronic,5,
Chromatics,Kill For Love,Alternative : Indie Electronic,6,
Chromatics,Kill For Love,Alternative : Indie Electronic,5,
Chromatics,Kill For Love,Alternative : Indie Electronic,5,
Chromatics,Kill For Love,Alternative : Indie Electronic,5,
Chromatics,Kill For Love,Alternative : Indie Electronic,5,
Chromatics,Kill For Love,Alternative : Indie Electronic,5,
Coheed And Cambria,The Afterman: Ascension,Rock : New Prog,9,4
Coheed And Cambria,The Afterman: Ascension,Rock : New Prog,11,
Coheed And Cambria,The Afterman: Ascension,Rock : New Prog,13,
Coheed And Cambria,The Afterman: Ascension,Rock : New Prog,9,
Coheed And Cambria,The Afterman: Ascension,Rock : New Prog,9,
Coheed And Cambria,The Afterman: Ascension,Rock : New Prog,9,
Coheed And Cambria,The Afterman: Ascension,Rock : New Prog,11,
Coheed And Cambria,The Afterman: Ascension,Rock : New Prog,10,
Coheed And Cambria,The Afterman: Ascension,Rock : New Prog,10,
Coheed And Cambria,The Afterman: Ascension,Rock : New Prog,9,
Coheed And Cambria,The Afterman: Ascension,Rock : New Prog,8,
Coheed And Cambria,The Afterman: Ascension,Rock : New Prog,10,
Coheed And Cambria,The Afterman: Ascension,Rock : New Prog,10,
Communist Daughter,Lions & Lambs,Alternative : Folk-Pop,5,3
Communist Daughter,Lions & Lambs,Alternative : Folk-Pop,5,
Communist Daughter,Lions & Lambs,Alternative : Folk-Pop,5,
Communist Daughter,Lions & Lambs,Alternative : Folk-Pop,5,
Communist Daughter,Lions & Lambs,Alternative : Folk-Pop,5,
Communist Daughter,Lions & Lambs,Alternative : Folk-Pop,5,
Conduits,Conduits,Alternative : Dream Pop,5,2.5
Conduits,Conduits,Alternative : Dream Pop,5,
Conduits,Conduits,Alternative : Dream Pop,5,
Conduits,Conduits,Alternative : Dream Pop,5,
Conduits,Conduits,Alternative : Dream Pop,5,
Conduits,Conduits,Alternative : Dream Pop,7,
Conduits,Conduits,Alternative : Dream Pop,4,
Conduits,Conduits,Alternative : Dream Pop,4,
Daley,Alone Together ,Pop : Pop-Soul,5,4
Daley,Alone Together ,Pop : Pop-Soul,9,
Daley,Alone Together ,Pop : Pop-Soul,5,
Daley,Alone Together ,Pop : Pop-Soul,7,
Daley,Alone Together ,Pop : Pop-Soul,16,
Daley,Alone Together ,Pop : Pop-Soul,5,
Damien Jurado,Maraqopa,Alternative : Chamber Folk,5,3.5
Damien Jurado,Maraqopa,Alternative : Chamber Folk,6,
Damien Jurado,Maraqopa,Alternative : Chamber Folk,7,
Damien Jurado,Maraqopa,Alternative : Chamber Folk,5,
Damien Jurado,Maraqopa,Alternative : Chamber Folk,6,
Damien Jurado,Maraqopa,Alternative : Chamber Folk,7,
Damien Jurado,Maraqopa,Alternative : Chamber Folk,5,
Damien Jurado,Maraqopa,Alternative : Chamber Folk,7,
Damien Jurado,Maraqopa,Alternative : Chamber Folk,6,
Damien Jurado,Maraqopa,Alternative : Chamber Folk,6,
Dana Buoy,Summer Bodies,Alternative : Indie Electronic,6,3
Dana Buoy,Summer Bodies,Alternative : Indie Electronic,5,
Dana Buoy,Summer Bodies,Alternative : Indie Electronic,6,
Dana Buoy,Summer Bodies,Alternative : Indie Electronic,5,
Dana Buoy,Summer Bodies,Alternative : Indie Electronic,5,
Dana Buoy,Summer Bodies,Alternative : Indie Electronic,5,
Dana Buoy,Summer Bodies,Alternative : Indie Electronic,5,
Dana Buoy,Summer Bodies,Alternative : Indie Electronic,5,
Dana Buoy,Summer Bodies,Alternative : Indie Electronic,5,
Dana Buoy,Summer Bodies,Alternative : Indie Electronic,5,
Dana Buoy,Summer Bodies,Alternative : Indie Electronic,5,
Daniel Bedingfield,Stop The Traffik - Secret Fear,Pop : Pop/Rock,4,2
Daniel Bedingfield,Stop The Traffik - Secret Fear,Pop : Pop/Rock,5,
Daniel Bedingfield,Stop The Traffik - Secret Fear,Pop : Pop/Rock,3,
Daniel Bedingfield,Stop The Traffik - Secret Fear,Pop : Pop/Rock,4,
Daniel Bedingfield,Stop The Traffik - Secret Fear,Pop : Pop/Rock,4,
Daniel Bedingfield,Stop The Traffik - Secret Fear,Pop : Pop/Rock,4,
Daniel Bedingfield,Stop The Traffik - Secret Fear,Pop : Pop/Rock,4,
Danielle Bennett,Resurrection,Spoken : Spoken Word,3,3.5
Danielle Bennett,Resurrection,Spoken : Spoken Word,3,
Danielle Bennett,Resurrection,Spoken : Spoken Word,3,
Danielle Bennett,Resurrection,Spoken : Spoken Word,1,
Danielle Bennett,Resurrection,Spoken : Spoken Word,3,
Danielle Bennett,Resurrection,Spoken : Spoken Word,3,
Danielle Bennett,Resurrection,Spoken : Spoken Word,3,
Danielle Bennett,Resurrection,Spoken : Spoken Word,3,
Danielle Bennett,Resurrection,Spoken : Spoken Word,2,
Danielle Bennett,Resurrection,Spoken : Spoken Word,2,
Dave Matthews Band,Away From The World,Pop/Rock : Rock,5,3
Dave Matthews Band,Away From The World,Pop/Rock : Rock,6,
Dave Matthews Band,Away From The World,Pop/Rock : Rock,5,
Dave Matthews Band,Away From The World,Pop/Rock : Rock,6,
Dave Matthews Band,Away From The World,Pop/Rock : Rock,5,
Dave Matthews Band,Away From The World,Pop/Rock : Rock,5,
Dave Matthews Band,Away From The World,Pop/Rock : Rock,6,
Dave Matthews Band,Away From The World,Pop/Rock : Rock,5,
Dave Matthews Band,Away From The World,Pop/Rock : Rock,5,
Dave Matthews Band,Away From The World,Pop/Rock : Rock,5,
Dave Matthews Band,Away From The World,Pop/Rock : Rock,5,
Delta Spirit,Delta Spirit,Alternative : Folk-Rock,6,3.5
Delta Spirit,Delta Spirit,Alternative : Folk-Rock,7,
Delta Spirit,Delta Spirit,Alternative : Folk-Rock,5,
Delta Spirit,Delta Spirit,Alternative : Folk-Rock,5,
Delta Spirit,Delta Spirit,Alternative : Folk-Rock,5,
Delta Spirit,Delta Spirit,Alternative : Folk-Rock,5,
Delta Spirit,Delta Spirit,Alternative : Folk-Rock,5,
Delta Spirit,Delta Spirit,Alternative : Folk-Rock,6,
Delta Spirit,Delta Spirit,Alternative : Folk-Rock,5,
Delta Spirit,Delta Spirit,Alternative : Folk-Rock,5,
Delta Spirit,Delta Spirit,Alternative : Folk-Rock,5,
Dirty Projectors,Swing Lo Magellan,Alternative : Indie,5,2.5
Dirty Projectors,Swing Lo Magellan,Alternative : Indie,7,
Dirty Projectors,Swing Lo Magellan,Alternative : Indie,6,
Dirty Projectors,Swing Lo Magellan,Alternative : Indie,5,
Dirty Projectors,Swing Lo Magellan,Alternative : Indie,5,
Dirty Projectors,Swing Lo Magellan,Alternative : Indie,7,
Dirty Projectors,Swing Lo Magellan,Alternative : Indie,5,
Dirty Projectors,Swing Lo Magellan,Alternative : Indie,5,
Dirty Projectors,Swing Lo Magellan,Alternative : Indie,5,
Dirty Projectors,Swing Lo Magellan,Alternative : Indie,5,
Dirty Projectors,Swing Lo Magellan,Alternative : Indie,6,
Dirty Projectors,Swing Lo Magellan,Alternative : Indie,4,
Dry The River,Shallow Bed,Alternative : Indie Folk,9,4.5
Dry The River,Shallow Bed,Alternative : Indie Folk,7,
Dry The River,Shallow Bed,Alternative : Indie Folk,6,
Dry The River,Shallow Bed,Alternative : Indie Folk,7,
Dry The River,Shallow Bed,Alternative : Indie Folk,6,
Dry The River,Shallow Bed,Alternative : Indie Folk,9,
Dry The River,Shallow Bed,Alternative : Indie Folk,7,
Dry The River,Shallow Bed,Alternative : Indie Folk,11,
